movieId,title,genres
95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance
95311,Presto (2008),Animation|Children|Comedy|Fantasy
95313,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy
95377,One Man Band (2005),Animation|Comedy|Musical
95441,Ted (2012),Comedy|Fantasy
95449,Magic Mike (2012),Drama|Romance
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action|Adventure|Animation
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation
95508,Cleanskin (2012),Crime|Drama|Thriller
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy
95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy
95558,Beasts of the Southern Wild (2012),Drama|Fantasy
95583,Savages (2012),Crime|Drama|Thriller
95624,"Firm, The (2009)",Drama
95633,Spirit Camp (2009),Horror
95654,Geri's Game (1997),Animation|Children
95690,Some Guy Who Kills People (2011),Comedy|Thriller
95717,Treasure Island (2012),Adventure
95720,"Watch, The (2012)",Comedy|Sci-Fi
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children|Musical|Mystery
95744,2 Days in New York (2012),Comedy
95761,Killer Joe (2011),Crime|Thriller
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation
95796,Anaconda: The Offspring (2008),Action|Horror|Sci-Fi|Thriller
95839,"Christmas Carol, A (1999)",Drama|Fantasy
95843,Goodbye Charlie (1964),Comedy|Fantasy|Romance
95858,For the Birds (2000),Animation|Children|Comedy
95873,Ruby Sparks (2012),Comedy|Fantasy|Romance
95875,Total Recall (2012),Action|Sci-Fi|Thriller
95939,"Angels' Share, The (2012)",Comedy|Drama
95949,"Immature, The (Immaturi) (2011)",Comedy
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action|Adventure|Animation
96020,Sidewalls (Medianeras) (2011),Drama
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
96084,Hands Over the City (Le mani sulla città) (1963),Drama
96110,"Campaign, The (2012)",Comedy
96114,Brake (2012),Crime|Thriller
96121,Hope Springs (2012),Comedy|Drama
96150,"Queen of Versailles, The (2012)",Documentary
96281,ParaNorman (2012),Adventure|Animation|Comedy
96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy
96373,Broken (2012),Drama
96411,6 Days to Air: The Making of South Park (2011),Documentary
96417,Premium Rush (2012),Action|Thriller
96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy
96432,Lawless (2012),Crime|Drama
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror
96471,Prime Suspect 3 (1993),Crime|Drama|Mystery
96488,Searching for Sugar Man (2012),Documentary
96518,Prime Suspect 6: The Last Witness (2003),Drama|Thriller
96520,Prime Suspect: The Lost Child (1995),Drama|Mystery
96530,Conception (2011),Comedy|Romance
96563,Paradise Lost 3: Purgatory (2011),Documentary
96567,"Words, The (2012)",Drama|Romance
96588,Pitch Perfect (2012),Comedy|Musical
96606,Samsara (2011),Documentary
96608,Runaway Brain (1995) ,Animation|Comedy|Sci-Fi
96610,Looper (2012),Action|Crime|Sci-Fi
96616,That's My Boy (2012),Comedy
96655,Robot & Frank (2012),Comedy|Drama|Sci-Fi
96691,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX
96726,Lola Versus (2012),Comedy|Romance
96728,"Master, The (2012)",Drama
96737,Dredd (2012),Action|Sci-Fi
96811,End of Watch (2012),Crime|Drama|Thriller
96815,V/H/S (2012),Horror|Thriller
96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance
96829,"Hunt, The (Jagten) (2012)",Drama
96832,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi
96861,Taken 2 (2012),Action|Crime|Drama|Thriller
96917,House at the End of the Street (2012),Horror|Thriller
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy|Fantasy|Romance
96945,Love Lasts Three Years (L'amour dure trois ans) (2011),Comedy|Drama|Romance
96964,"Tall Man, The (2012)",Crime|Drama|Mystery
96975,LOL (2012),Comedy|Drama|Romance
97024,Rust and Bone (De rouille et d'os) (2012),Drama|Romance
97168,Marley (2012),Documentary
97172,Frankenweenie (2012),Animation|Comedy|Horror|IMAX
97188,Sinister (2012),Horror|Thriller
97194,"Thing: Terror Takes Shape, The (1998)",Documentary
97225,Hotel Transylvania (2012),Animation|Children|Comedy
97230,Side by Side (2012),Documentary
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),Action|Crime|Mystery
97304,Argo (2012),Drama|Thriller
97306,Seven Psychopaths (2012),Comedy|Crime
97328,Liberal Arts (2012),Comedy|Drama
97470,Catch .44 (2011),Action|Drama|Thriller
97643,[REC]³ 3 Génesis (2012),Horror|Thriller
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Adventure|Comedy
97701,Paranormal Activity 4 (2012),Horror|IMAX
97742,Alex Cross (2012),Action|Crime|Mystery|Thriller
97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
97757,'Hellboy': The Seeds of Creation (2004),Action|Adventure|Comedy|Documentary|Fantasy
97785,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller
97836,Here Comes the Boom (2012),Action|Comedy
97858,Mental (2012),Comedy|Drama
97860,Killing Them Softly (2012),Crime|Drama|Thriller
97866,"Imposter, The (2012)",Documentary
97870,"Sessions, The (Surrogate, The) (2012)",Drama
97904,Smashed (2012),Comedy|Drama
97913,Wreck-It Ralph (2012),Animation|Comedy
97921,Silver Linings Playbook (2012),Comedy|Drama
97923,Flight (2012),Drama
97936,Anna Karenina (2012),Drama
97938,Life of Pi (2012),Adventure|Drama|IMAX
97950,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime
97988,"Bay, The (2012)",Horror|Sci-Fi|Thriller
98061,Himizu (2011),Children|Crime|Drama
98083,Jackass 3.5 (2011),Comedy|Documentary
98122,Indie Game: The Movie (2012),Documentary
98124,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi
98154,Lincoln (2012),Drama|War
98160,Nature Calls (2012),Comedy
98175,Vamps (2012),Comedy|Horror|Romance
98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX
98230,10 Years (2011),Comedy|Drama|Romance
98239,Red Dawn (2012),Action|War
98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX
98279,"Fantastic Fear of Everything, A (2012)",Comedy
98296,Deadfall (2012),Crime|Drama|Thriller
98361,Byzantium (2012),Drama|Fantasy|Thriller
98491,Paperman (2012),Animation|Comedy|Romance
98499,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",Action|Comedy
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),Action|Comedy
98585,Hitchcock (2012),Drama
98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation|Drama|Romance
98607,Redline (2009),Action|Animation|Sci-Fi
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Action|Comedy|Crime
98633,My Lucky Stars (Fuk sing go jiu) (1985),Action|Comedy
98697,"Money Money Money (L'aventure, c'est l'aventure) (1972)",Adventure|Comedy
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|Comedy
98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
98836,Hyde Park on Hudson (2012),Comedy|Drama
98908,How to Make Love to a Woman (2010),Comedy|Romance
98961,Zero Dark Thirty (2012),Action|Drama|Thriller
99005,Fire with Fire (2012),Action|Crime|Drama
99007,Warm Bodies (2013),Comedy|Horror|Romance
99030,Wrong (2012),Comedy|Drama
99087,Playing for Keeps (2012),Comedy|Romance
99106,"Guilt Trip, The (2012)",Comedy
99112,Jack Reacher (2012),Action|Crime|Thriller
99114,Django Unchained (2012),Action|Drama|Western
99117,This Is 40 (2012),Drama
99122,I Bought a Vampire Motorcycle (1990),Comedy|Horror
99130,Ice Cream Man (1995),Comedy|Horror
99145,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller
99149,"Misérables, Les (2012)",Drama|Musical|Romance|IMAX
99191,Campfire Tales (1997),Horror
99415,Parental Guidance (2012),Comedy
99437,John Dies at the End (2012),Comedy|Fantasy|Horror
99532,"Misérables, Les (2000)",Drama|Romance
99574,Promised Land (2012),Drama
99636,English Vinglish (2012),Comedy|Drama
99638,Fish Story (Fisshu sutôrî) (2009),Comedy
99721,Texas Chainsaw 3D (2013),Horror|Mystery|Thriller
99728,Gangster Squad (2013),Action|Crime|Drama
99750,"Iceman, The (2012)",Crime|Drama|Thriller
99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation
99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary
99853,Codependent Lesbian Space Alien Seeks Same (2011),Comedy|Romance|Sci-Fi
99910,"Last Stand, The (2013)",Action|Crime|Thriller
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller
99992,Shadow Dancer (2012),Crime|Drama|Thriller
100044,Human Planet (2011),Documentary
100068,Comme un chef (2012),Comedy
100083,Movie 43 (2013),Comedy
100106,"Pervert's Guide to Ideology, The (2012)",Documentary
100159,Sightseers (2012),Comedy
100163,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX
100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy
100226,Why Stop Now (2012),Comedy|Drama
100277,Tabu (2012),Drama|Romance
100302,Upside Down (2012),Drama|Romance|Sci-Fi
100304,"Liability, The (2012)",Action|Thriller
100306,Angst  (1983),Drama|Horror
100326,Stand Up Guys (2012),Comedy|Crime
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller
100390,Identity Thief (2013),Comedy|Crime
100397,"ABCs of Death, The (2012)",Horror
100487,Beautiful Creatures (2013),Drama|Fantasy|Romance
100498,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX
100507,21 and Over (2013),Comedy
100527,Safe Haven (2013),Drama|Mystery|Romance
100553,Frozen Planet (2011),Documentary
100556,"Act of Killing, The (2012)",Documentary
100579,Universal Soldier: Day of Reckoning (2012),Action|Sci-Fi|Thriller
100611,Escape from Planet Earth (2013),Adventure|Animation|Comedy|Sci-Fi
100714,Before Midnight (2013),Drama|Romance
100737,Snitch (2013),Action|Drama|Thriller
100810,Dark Skies (2013),Horror|Sci-Fi|Thriller
100843,Oh Boy (A Coffee in Berlin) (2012),Comedy|Drama
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),Adventure|Comedy|Fantasy|Romance|IMAX
100906,Maniac Cop 2 (1990),Action|Horror|Thriller
101025,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX
101070,Wadjda (2012),Drama
101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",Comedy
101074,"Legend of Sleepy Hollow, The (1949)",Animation|Comedy|Horror|Musical
101076,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX
101088,Stoker (2013),Drama|Mystery|Thriller
101112,Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX
101142,"Croods, The (2013)",Adventure|Animation|Comedy
101283,"Incredible Burt Wonderstone, The (2013)",Comedy
101360,"Call, The (2013)",Drama|Thriller
101362,Olympus Has Fallen (2013),Action|Thriller
101415,"First Time, The (2012)",Comedy|Drama|Romance
101423,Mezzo Forte (1998),Action|Animation|Comedy
101525,"Place Beyond the Pines, The (2012)",Crime|Drama
101529,"Brass Teapot, The (2012)",Comedy|Fantasy|Thriller
101531,Phil Spector (2013),Drama
101577,"Host, The (2013)",Action|Adventure|Romance
101612,Admission (2013),Comedy|Romance
101739,Evil Dead (2013),Horror
101741,Trance (2013),Crime|Thriller
101765,"Perfect Plan, A (Plan parfait, Un) (2012)",Adventure|Comedy|Romance
101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
101884,Dark Tide (2012),Adventure|Drama|Thriller
101895,42 (2013),Drama
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy
101973,Disconnect (2012),Drama|Thriller
102007,"Invincible Iron Man, The (2007)",Animation
102025,Yongary: Monster from the Deep (1967),Children|Horror|Sci-Fi
102033,Pain & Gain (2013),Action|Comedy|Crime
102058,Hulk Vs. (2009),Animation
102066,Resolution (2012),Horror|Thriller
102070,Grabbers (2012),Comedy|Horror|Sci-Fi
102084,Justice League: Doom (2012) ,Action|Animation|Fantasy
102088,"Grandmaster, The (Yi dai zong shi) (2013)",Action|Drama|IMAX
102123,This Is the End (2013),Action|Comedy
102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
102165,"English Teacher, The (2013)",Comedy|Drama
102194,Mud (2012),Adventure|Crime|Drama
102217,Bill Hicks: Revelations (1993),Comedy
102278,Pawn (2013),Crime|Thriller
102338,Shaolin Temple (Shao Lin si) (1976),Action|Adventure|Drama
102378,Syrup (2013),Comedy|Drama
102407,"Great Gatsby, The (2013)",Drama
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
102481,"Internship, The (2013)",Comedy
102590,Darkon (2006),Documentary|Fantasy
102602,Mimino (1977),Comedy
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),Adventure|Comedy
102684,Only God Forgives (2013),Drama|Thriller
102686,"Hangover Part III, The (2013)",Comedy
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX
102720,Epic (2013),Adventure|Animation|Fantasy
102735,Captain America (1979),Action|Drama
102742,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),Documentary
102747,"Rink, The (1916)",Comedy
102749,Captain America II: Death Too Soon (1979),Action|Crime
102760,Down Terrace (2009),Comedy|Crime|Drama
102800,Frances Ha (2012),Comedy|Drama
102802,"Lords of Salem, The (2012)",Horror|Thriller
102819,Behind the Candelabra (2013),Drama
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),Documentary
102852,With Great Power: The Stan Lee Story (2012),Documentary
102880,After Earth (2013),Action|Adventure|Sci-Fi|IMAX
102903,Now You See Me (2013),Crime|Mystery|Thriller
102984,Inhuman Resources (Redd Inc.) (2012),Horror|Thriller
102993,"Way, Way Back, The (2013)",Comedy|Drama
103027,Much Ado About Nothing (2012),Comedy|Drama|Romance
103042,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
103048,"Kings of Summer, The (2013)",Comedy
103075,"Purge, The (2013)",Crime|Horror|Thriller
103085,Rapture-Palooza (2013),Comedy|Fantasy
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary
103137,"Bling Ring, The (2013)",Crime|Drama
103141,Monsters University (2013),Adventure|Animation|Comedy
103171,Schlussmacher (2013),Comedy
103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),Action|Adventure|Animation
103219,Maniac (2012),Horror|Thriller
103221,Not Suitable for Children (2012),Comedy|Romance
103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
103233,LEGO Batman: The Movie - DC Heroes Unite (2013),Action|Adventure|Animation
103235,"Best Offer, The (Migliore offerta, La) (2013)",Thriller
103245,Adam and Eve (National Lampoon's Adam & Eve) (2005),Comedy|Drama|Romance
103249,World War Z (2013),Action|Drama|Horror|IMAX
103253,Elysium (2013),Action|Drama|Sci-Fi|IMAX
103335,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
103339,White House Down (2013),Action|Drama|Thriller|IMAX
103341,"World's End, The (2013)",Action|Comedy|Sci-Fi
103366,Redemption (Hummingbird) (2013),Action|Crime|Thriller
103372,"Heat, The (2013)",Action|Comedy|Crime
103384,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX
103449,Passion (2012),Crime|Drama|Mystery|Thriller
103483,V/H/S/2 (2013),Horror|Thriller
103502,"Knot, The (2012)",Comedy|Romance
103539,The Spectacular Now (2013),Comedy|Drama|Romance
103543,"Lifeguard, The (2013)",Comedy|Drama
103596,Sharknado (2013),Sci-Fi
103602,Craig Ferguson: I'm Here To Help (2013),Comedy|Documentary
103606,Stuck in Love (2012),Comedy|Drama|Romance
103609,Class Act (1992),Comedy
103624,Fruitvale Station (2013),Drama
103655,R.I.P.D. (2013),Action|Comedy|Fantasy
103685,"Field in England, A (2013)",Drama|Fantasy|Thriller|War
103688,"Conjuring, The (2013)",Horror|Thriller
103755,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy
103772,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi
103801,Drinking Buddies (2013),Comedy|Drama|Romance
103810,Red 2 (2013),Action|Comedy|Crime|Thriller
103819,Coffee Town (2013),Comedy
103865,Revenge for Jolly! (2012),Comedy|Drama
103883,2 Guns (2013),Action|Comedy|Crime
103980,Blue Jasmine (2013),Drama
103984,"Great Beauty, The (Grande Bellezza, La) (2013)",Comedy|Drama
104017,3 dev adam (Three Giant Men) (1973) ,Action|Adventure|Sci-Fi
104069,Louis C.K.: Oh My God (2013),Comedy
104074,Percy Jackson: Sea of Monsters (2013),Adventure|Children|Fantasy
104076,"Smurfs 2, The (2013)",Animation|Children|Comedy
104078,Alan Partridge: Alpha Papa (2013),Comedy
104129,Man of Tai Chi (2013),Action|IMAX
104141,Batman: Mystery of the Batwoman (2003),Action|Animation|Children|Crime
104211,We're the Millers (2013),Comedy|Crime
104218,Grown Ups 2 (2013),Comedy
104241,Kick-Ass 2 (2013),Action|Comedy|Crime
104243,Riddick (2013),Action|Sci-Fi|Thriller|IMAX
104245,Planes (2013),Adventure|Animation|Comedy
104272,Blackfish (2013),Documentary
104283,"Wind Rises, The (Kaze tachinu) (2013)",Animation|Drama|Romance
104303,Jobs (2013),Drama
104337,Lee Daniels' The Butler (2013),Drama
104339,In a World... (2013),Comedy
104374,About Time (2013),Drama|Fantasy|Romance
104419,Justice League: Crisis on Two Earths (2010),Action|Animation|Sci-Fi
104457,You're Next (2011),Horror|Thriller
104644,Maria Bamford: The Special Special Special! (2012),Comedy
104760,Getaway (2013),Action|Crime
104780,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",Adventure|Animation|Sci-Fi
104837,Rage of Honor (1987),Action|Crime
104841,Gravity (2013),Action|Sci-Fi|IMAX
104863,What If (2013),Comedy|Drama|Romance
104875,"History of Future Folk, The (2012)",Adventure|Comedy|Musical|Sci-Fi
104879,Prisoners (2013),Drama|Mystery|Thriller
104906,Austenland (2013),Comedy|Romance
104908,Insidious: Chapter 2 (2013),Horror|Thriller
104913,Rush (2013),Action|Drama
104925,"Family, The (2013)",Action|Comedy|Crime
104944,Short Term 12 (2013),Drama
105020,Collision Course (1989),Action|Comedy|Thriller
105037,"To Do List, The (2013)",Comedy
105121,Inescapable (2012),Action|Drama|War
105197,Nebraska (2013),Adventure|Drama
105211,Enough Said (2013),Comedy|Drama|Romance
105213,Don Jon (2013),Comedy|Drama|Romance
105246,Mood Indigo (L'écume des jours) (2013),Drama|Fantasy
105250,"Century of the Self, The (2002)",Documentary
105254,Crystal Fairy & the Magical Cactus and 2012 (2013),Adventure|Comedy
105325,Bad Milo (Bad Milo!) (2013),Comedy|Horror
105351,Runner Runner (2013),Crime|Drama|Thriller
105355,Blue Is the Warmest Color (La vie d'Adèle) (2013),Drama|Romance
105468,Cloudy with a Chance of Meatballs 2 (2013),Animation|Children|Comedy|Fantasy
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
105540,"All Dogs Christmas Carol, An (1998)",Animation|Children|Comedy|Musical
105585,Machete Kills (Machete 2) (2013),Action|Crime|Thriller
105593,Filth (2013),Comedy|Crime|Drama
105653,Escape Plan (2013),Action|Mystery|Thriller
105720,"Thief of Paris, The (Le voleur) (1967)",Comedy|Crime|Drama
105731,Carrie (2013),Drama|Horror
105746,UnHung Hero (2013),Documentary
105755,"Counselor, The (2013)",Crime|Drama|Thriller
105801,Escape From Tomorrow (2013),Drama|Fantasy|Horror
105835,"Double, The (2013)",Comedy|Drama|Thriller
105844,12 Years a Slave (2013),Drama
105954,All Is Lost (2013),Action|Adventure|Drama
106002,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX
106062,Jackass Presents: Bad Grandpa (2013),Comedy
106072,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX
106100,Dallas Buyers Club (2013),Drama
106144,"Selfish Giant, The (2013)",Drama
106330,Last Vegas (2013),Comedy|Drama|Romance
106438,Philomena (2013),Comedy|Drama
106441,"Book Thief, The (2013)",Children|Drama|War
106487,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX
106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
106491,47 Ronin (2013),Action|Adventure|Fantasy
106540,Delivery Man (2013),Comedy
106542,Charlie Countryman (2013),Action|Comedy|Romance
106594,Red Flag (2012),Comedy|Drama|Romance
106642,"Day of the Doctor, The (2013)",Adventure|Drama|Sci-Fi
106648,Guilty of Romance (Koi no tsumi) (2011) ,Crime|Drama|Horror
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
106766,Inside Llewyn Davis (2013),Drama
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
106785,Homefront (2013),Action|Crime|Thriller
106839,Mandela: Long Walk to Freedom (2013),Drama
106873,Evangelion: 3.0 You Can (Not) Redo (2012),Action|Animation|Drama
106883,All is Bright (2013),Comedy|Drama
106889,Tim's Vermeer (2013),Documentary
106916,American Hustle (2013),Crime|Drama
106918,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama
106920,Her (2013),Drama|Romance|Sci-Fi
106927,RoboGeisha (Robo-geisha) (2009),Action|Comedy|Sci-Fi
107013,"Christmas Carol, A (1977)",Drama|Fantasy
107069,Lone Survivor (2013),Action|Drama|Thriller|War
107141,Saving Mr. Banks (2013),Comedy|Drama
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),Action|Drama
107314,Oldboy (2013),Action|Drama|Mystery
107338,Dampfnudelblues (2013),Comedy|Crime
107348,Anchorman 2: The Legend Continues (2013),Comedy
107406,Snowpiercer (2013),Action|Drama|Sci-Fi
107408,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),Comedy|Drama|War
107410,Guest from the Future (Gostya iz buduschego) (1985),Adventure|Drama|Sci-Fi
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",Comedy|Romance
107436,Haunter (2013),Horror|Mystery|Thriller
107447,Wrong Cops (2013),Comedy|Crime
107449,"Muppet Christmas: Letters to Santa, A (2008)",Children|Comedy
107462,Ninja: Shadow of a Tear (2013),Action|Crime|Thriller
107565,"Fuck You, Goethe (Fack Ju Göhte) (2013)",Comedy
107630,High School (2010),Comedy
107702,Grudge Match (2013),Comedy
107723,Highlander: The Search for Vengeance (2007),Action|Adventure|Fantasy
107771,Only Lovers Left Alive (2013),Drama|Horror|Romance
107780,Cats (1998),Musical
107846,MacGyver: Trail to Doomsday (1994),Action|Adventure
107945,Bad Karma (2012),Thriller
107951,Hunting Elephants (2013),Comedy|Crime
107953,Dragon Ball Z: Battle of Gods (2013),Action|Animation|Fantasy|IMAX
107962,Freezer (2014),Action|Thriller
107997,We Are What We Are (2013),Drama|Horror|Mystery|Thriller
107999,Dragon ball Z 04: Lord Slug (1991),Animation|Children
108078,Chinese Puzzle (Casse-tête chinois) (2013),Comedy|Romance
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),Action|Adventure|Animation|Children
108156,Ride Along (2014),Action|Comedy
108188,Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller|IMAX
108190,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007),Drama
108540,Ernest & Célestine (Ernest et Célestine) (2012),Adventure|Animation|Children|Comedy|Drama|Romance
108601,Drift (2013),Drama
108689,"I, Frankenstein (2014)",Action|Fantasy|Sci-Fi|IMAX
108715,Better Living Through Chemistry (2014),Comedy|Drama
108727,Nymphomaniac: Volume I (2013),Drama
108729,Enemy (2013),Mystery|Thriller
108795,Wonder Woman (2009),Action|Adventure|Animation|Fantasy
108928,"Monuments Men, The (2014)",Action|Drama|War
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
108945,RoboCop (2014),Action|Crime|Sci-Fi|IMAX
108949,"Art of the Steal, The (2013)",Crime
108981,Nymphomaniac: Volume II (2013),Drama|Mystery
109042,Knights of Badassdom (2013),Adventure|Comedy|Fantasy
109161,Venus in Fur (La Vénus à la fourrure) (2013),Drama
109183,Date and Switch (2014),Comedy
109187,"Zero Theorem, The (2013)",Drama|Fantasy|Sci-Fi
109191,Winter's Tale (2014),Drama|Fantasy|Mystery
109241,On the Other Side of the Tracks (De l'autre côté du périph) (2012),Action|Comedy|Crime
109282,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),Documentary
109295,Cold Comes the Night (2013),Crime|Drama|Thriller
109313,Chouchou (2003),Comedy
109317,Someone Marry Barry (2014),Comedy
109372,About Last Night (2014),Comedy|Romance
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama
109383,"Oversimplification of Her Beauty, An (2012)",Animation|Comedy|Drama|Romance
109416,Bring It On: Fight to the Finish (2009),Comedy
109483,That Awkward Moment (2014),Comedy|Romance
109487,Interstellar (2014),Sci-Fi|IMAX
109569,3 Days to Kill (2014),Action|Crime|Drama
109576,Welcome to the Jungle (2013),Comedy
109578,Non-Stop (2014),Action|Mystery|Thriller
109596,Wrinkles (Arrugas) (2011),Animation|Drama
109633,"Garden of Words, The (Koto no ha no niwa) (2013)",Animation|Romance
109673,300: Rise of an Empire (2014),Action|Drama|War|IMAX
109687,Particle Fever (2013),Documentary
109723,"Bag Man, The (2014)",Crime|Drama|Thriller
109846,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy
109848,Under the Skin (2013),Horror|Sci-Fi|Thriller
109850,Need for Speed (2014),Action|Crime|Drama|IMAX
109853,Barefoot (2014),Comedy|Drama|Romance
109864,Veronica Mars (2014),Comedy|Crime|Drama
109895,Bad Words (2013),Comedy
109897,Son of God (2014),Drama
